arg1,arg2,verb,sentence,verb_idx,label,lemma,pos,tag,dep,entity,entity_tag,chunk,knowledge,sentiment,sentiment_score
head,,incline, She inclined her head to the student .,1,0,  -PRON- incline -PRON- head to the student .,SPACE PRON VERB DET NOUN ADP DET NOUN PUNCT,_SP PRP VBD PRP$ NN IN DT NN ., nsubj ROOT poss dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('inclined', 'VBD', 'O'), ('her', 'PRP$', 'O'), ('head', 'NN', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('student', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('her head', 'NP', 'head'), ('the student', 'NP', 'student')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
money,,seize, The sales clerk quickly seized the money on the counter .,4,0,  the sale clerk quickly seize the money on the counter .,SPACE DET NOUN NOUN ADV VERB DET NOUN ADP DET NOUN PUNCT,_SP DT NNS NN RB VBD DT NN IN DT NN ., det compound nsubj advmod ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('sales', 'NNS', 'O'), ('clerk', 'NN', 'O'), ('quickly', 'RB', 'O'), ('seized', 'VBD', 'O'), ('the', 'DT', 'O'), ('money', 'NN', 'O'), ('on', 'IN', 'O'), ('the', 'DT', 'O'), ('counter', 'NN', 'O'), ('.', '.', 'O')]","[(' The sales clerk', 'NP', 'clerk'), ('the money', 'NP', 'money'), ('the counter', 'NP', 'counter')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
market,,flood, flood the market with tennis shoes .,0,1,  flood the market with tennis shoe .,SPACE VERB DET NOUN ADP NOUN NOUN PUNCT,_SP VB DT NN IN NN NNS ., ROOT det dobj prep compound pobj punct,,"[(' ', '_SP', 'O'), ('flood', 'VB', 'O'), ('the', 'DT', 'O'), ('market', 'NN', 'O'), ('with', 'IN', 'O'), ('tennis', 'NN', 'O'), ('shoes', 'NNS', 'O'), ('.', '.', 'O')]","[('the market', 'NP', 'market'), ('tennis shoes', 'NP', 'shoes')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
bee,,buzz, bees were buzzing around the hive .,2,0,  bee be buzz around the hive .,SPACE NOUN AUX VERB ADP DET NOUN PUNCT,_SP NNS VBD VBG IN DT NN ., nsubj aux ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('bees', 'NNS', 'O'), ('were', 'VBD', 'O'), ('buzzing', 'VBG', 'O'), ('around', 'IN', 'O'), ('the', 'DT', 'O'), ('hive', 'NN', 'O'), ('.', '.', 'O')]","[(' bees', 'NP', 'bees'), ('the hive', 'NP', 'hive')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
invader,,seize, the invaders seized the land and property of the inhabitants .,2,0,  the invader seize the land and property of the inhabitant .,SPACE DET NOUN VERB DET NOUN CCONJ NOUN ADP DET NOUN PUNCT,_SP DT NNS VBD DT NN CC NN IN DT NNS ., det nsubj ROOT det dobj cc conj prep det pobj punct,,"[(' ', '_SP', 'O'), ('the', 'DT', 'O'), ('invaders', 'NNS', 'O'), ('seized', 'VBD', 'O'), ('the', 'DT', 'O'), ('land', 'NN', 'O'), ('and', 'CC', 'O'), ('property', 'NN', 'O'), ('of', 'IN', 'O'), ('the', 'DT', 'O'), ('inhabitants', 'NNS', 'O'), ('.', '.', 'O')]","[(' the invaders', 'NP', 'invaders'), ('the land', 'NP', 'land'), ('property', 'NP', 'property'), ('the inhabitants', 'NP', 'inhabitants')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
employee,,dump, The company dumped him after many years of service .,2,1,  the company dump -PRON- after many year of service .,SPACE DET NOUN VERB PRON ADP ADJ NOUN ADP NOUN PUNCT,_SP DT NN VBD PRP IN JJ NNS IN NN ., det nsubj ROOT dobj prep amod pobj prep pobj punct,many years,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('company', 'NN', 'O'), ('dumped', 'VBD', 'O'), ('him', 'PRP', 'O'), ('after', 'IN', 'O'), ('many', 'JJ', 'B-DATE'), ('years', 'NNS', 'I-DATE'), ('of', 'IN', 'O'), ('service', 'NN', 'O'), ('.', '.', 'O')]","[(' The company', 'NP', 'company'), ('him', 'NP', 'him'), ('many years', 'NP', 'years'), ('service', 'NP', 'service')]",none,neutral,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}"
image,,reflect, her sunglasses reflected his image .,2,0,  -PRON- sunglass reflect -PRON- image .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP PRP$ NNS VBD PRP$ NN ., poss nsubj ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('her', 'PRP$', 'O'), ('sunglasses', 'NNS', 'O'), ('reflected', 'VBD', 'O'), ('his', 'PRP$', 'O'), ('image', 'NN', 'O'), ('.', '.', 'O')]","[(' her sunglasses', 'NP', 'sunglasses'), ('his image', 'NP', 'image')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
woman,,whistle, She whistled for her maid .,1,0,  -PRON- whistle for -PRON- maid .,SPACE PRON VERB ADP DET NOUN PUNCT,_SP PRP VBD IN PRP$ NN ., nsubj ROOT prep poss pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('whistled', 'VBD', 'O'), ('for', 'IN', 'O'), ('her', 'PRP$', 'O'), ('maid', 'NN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('her maid', 'NP', 'maid')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
effort,,redound, Her efforts will redound to the general good .,3,1,  -PRON- effort will redound to the general good .,SPACE DET NOUN VERB VERB ADP DET ADJ NOUN PUNCT,_SP PRP$ NNS MD VB IN DT JJ NN ., poss nsubj aux ROOT prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('Her', 'PRP$', 'O'), ('efforts', 'NNS', 'O'), ('will', 'MD', 'O'), ('redound', 'VB', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('general', 'JJ', 'O'), ('good', 'NN', 'O'), ('.', '.', 'O')]","[(' Her efforts', 'NP', 'efforts'), ('the general good', 'NP', 'good')]",none,neutral,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
spice,,grind, grind the spices in a mortar .,0,0,  grind the spice in a mortar .,SPACE VERB DET NOUN ADP DET NOUN PUNCT,_SP VB DT NNS IN DT NN ., ROOT det dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('grind', 'VB', 'O'), ('the', 'DT', 'O'), ('spices', 'NNS', 'O'), ('in', 'IN', 'O'), ('a', 'DT', 'O'), ('mortar', 'NN', 'O'), ('.', '.', 'O')]","[('the spices', 'NP', 'spices'), ('a mortar', 'NP', 'mortar')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
smoke,,curl, The cigar smoke curled up at the ceiling .,3,1,  the cigar smoke curl up at the ceiling .,SPACE DET NOUN NOUN VERB ADP ADP DET NOUN PUNCT,_SP DT NN NN VBD RP IN DT NN ., det nsubj ROOT xcomp prt prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('cigar', 'NN', 'O'), ('smoke', 'NN', 'O'), ('curled', 'VBD', 'O'), ('up', 'RP', 'O'), ('at', 'IN', 'O'), ('the', 'DT', 'O'), ('ceiling', 'NN', 'O'), ('.', '.', 'O')]","[(' The cigar', 'NP', 'cigar'), ('the ceiling', 'NP', 'ceiling')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
rule,,relax, The rules relaxed after the new director arrived .,2,1,  the rule relax after the new director arrive .,SPACE DET NOUN VERB ADP DET ADJ NOUN VERB PUNCT,_SP DT NNS VBN IN DT JJ NN VBD ., det nsubj ROOT mark det amod nsubj advcl punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('rules', 'NNS', 'O'), ('relaxed', 'VBN', 'O'), ('after', 'IN', 'O'), ('the', 'DT', 'O'), ('new', 'JJ', 'O'), ('director', 'NN', 'O'), ('arrived', 'VBD', 'O'), ('.', '.', 'O')]","[(' The rules', 'NP', 'rules'), ('the new director', 'NP', 'director')]",none,neutral,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}"
person,,drain, The exercise class drains me of energy .,3,1,  the exercise class drain -PRON- of energy .,SPACE DET NOUN NOUN VERB PRON ADP NOUN PUNCT,_SP DT NN NN VBZ PRP IN NN ., det compound nsubj ROOT dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('exercise', 'NN', 'O'), ('class', 'NN', 'O'), ('drains', 'VBZ', 'O'), ('me', 'PRP', 'O'), ('of', 'IN', 'O'), ('energy', 'NN', 'O'), ('.', '.', 'O')]","[(' The exercise class', 'NP', 'class'), ('me', 'NP', 'me'), ('energy', 'NP', 'energy')]",none,neutral,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.2732}"
machine,,ping, ping your machine in the office .,0,0,  ping -PRON- machine in the office .,SPACE VERB DET NOUN ADP DET NOUN PUNCT,_SP VB PRP$ NN IN DT NN ., ROOT poss dobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('ping', 'VB', 'O'), ('your', 'PRP$', 'O'), ('machine', 'NN', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('office', 'NN', 'O'), ('.', '.', 'O')]","[('your machine', 'NP', 'machine'), ('the office', 'NP', 'office')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
oscillator,,hunt, The oscillator hunts about the correct frequency .,2,1,  the oscillator hunt about the correct frequency .,SPACE DET NOUN VERB ADP DET ADJ NOUN PUNCT,_SP DT NN VBZ IN DT JJ NN ., det nsubj ROOT prep det amod pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('oscillator', 'NN', 'O'), ('hunts', 'VBZ', 'O'), ('about', 'IN', 'O'), ('the', 'DT', 'O'), ('correct', 'JJ', 'O'), ('frequency', 'NN', 'O'), ('.', '.', 'O')]","[(' The oscillator', 'NP', 'oscillator'), ('the correct frequency', 'NP', 'frequency')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
appetite,,dull, Middle age dulled her appetite for travel .,2,1,  middle age dull -PRON- appetite for travel .,SPACE ADJ NOUN VERB DET NOUN ADP NOUN PUNCT,_SP JJ NN VBD PRP$ NN IN NN ., compound nsubj ROOT poss dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('Middle', 'JJ', 'O'), ('age', 'NN', 'O'), ('dulled', 'VBD', 'O'), ('her', 'PRP$', 'O'), ('appetite', 'NN', 'O'), ('for', 'IN', 'O'), ('travel', 'NN', 'O'), ('.', '.', 'O')]","[(' Middle age', 'NP', 'age'), ('her appetite', 'NP', 'appetite'), ('travel', 'NP', 'travel')]",none,neutral,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}"
wine,,breathe, This rare Bordeaux must be allowed to breathe for at least 2 hours .,7,0,  this rare Bordeaux must be allow to breathe for at least 2 hour .,SPACE DET ADJ PROPN VERB AUX VERB PART VERB ADP ADV ADJ NUM NOUN PUNCT,_SP DT JJ NNP MD VB VBN TO VB IN RB JJS CD NNS ., det amod nsubjpass aux auxpass ROOT aux xcomp prep advmod advmod nummod pobj punct,Bordeaux at least 2 hours,"[(' ', '_SP', 'O'), ('This', 'DT', 'O'), ('rare', 'JJ', 'O'), ('Bordeaux', 'NNP', 'B-GPE'), ('must', 'MD', 'O'), ('be', 'VB', 'O'), ('allowed', 'VBN', 'O'), ('to', 'TO', 'O'), ('breathe', 'VB', 'O'), ('for', 'IN', 'O'), ('at', 'RB', 'B-TIME'), ('least', 'JJS', 'I-TIME'), ('2', 'CD', 'I-TIME'), ('hours', 'NNS', 'I-TIME'), ('.', '.', 'O')]","[(' This rare Bordeaux', 'NP', 'Bordeaux'), ('at least 2 hours', 'NP', 'hours')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
meteor,,blaze, Meteors blazed across the atmosphere .,1,1,  Meteors blaze across the atmosphere .,SPACE PROPN VERB ADP DET NOUN PUNCT,_SP NNPS VBD IN DT NN ., nsubj ROOT prep det pobj punct,,"[(' ', '_SP', 'O'), ('Meteors', 'NNPS', 'O'), ('blazed', 'VBD', 'O'), ('across', 'IN', 'O'), ('the', 'DT', 'O'), ('atmosphere', 'NN', 'O'), ('.', '.', 'O')]","[(' Meteors', 'NP', 'Meteors'), ('the atmosphere', 'NP', 'atmosphere')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
defense,,build, build a defense on nothing but the accused person 's reputation .,0,1,  build a defense on nothing but the accuse person 's reputation .,SPACE VERB DET NOUN ADP PRON SCONJ DET VERB NOUN PART NOUN PUNCT,_SP VB DT NN IN NN IN DT VBN NN POS NN ., ROOT det dobj prep pobj ROOT det amod poss case pobj punct,,"[(' ', '_SP', 'O'), ('build', 'VB', 'O'), ('a', 'DT', 'O'), ('defense', 'NN', 'O'), ('on', 'IN', 'O'), ('nothing', 'NN', 'O'), ('but', 'IN', 'O'), ('the', 'DT', 'O'), ('accused', 'VBN', 'O'), ('person', 'NN', 'O'), (""'s"", 'POS', 'O'), ('reputation', 'NN', 'O'), ('.', '.', 'O')]","[('a defense', 'NP', 'defense'), ('nothing', 'NP', 'nothing'), (""the accused person 's reputation"", 'NP', 'reputation')]",none,neutral,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.3781}"
ship,,land, The ship landed in Pearl Harbor .,2,0,  the ship land in Pearl Harbor .,SPACE DET NOUN VERB ADP PROPN PROPN PUNCT,_SP DT NN VBD IN NNP NNP ., det nsubj ROOT prep compound pobj punct,Pearl Harbor,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('ship', 'NN', 'O'), ('landed', 'VBD', 'O'), ('in', 'IN', 'O'), ('Pearl', 'NNP', 'B-GPE'), ('Harbor', 'NNP', 'I-GPE'), ('.', '.', 'O')]","[(' The ship', 'NP', 'ship'), ('Pearl Harbor', 'NP', 'Harbor')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
colleague,,acknowledge, He never acknowledges his colleagues when they run into him in the hallway .,2,0,  -PRON- never acknowledge -PRON- colleague when -PRON- run into -PRON- in the hallway .,SPACE PRON ADV VERB DET NOUN ADV PRON VERB ADP PRON ADP DET NOUN PUNCT,_SP PRP RB VBZ PRP$ NNS WRB PRP VBP IN PRP IN DT NN ., nsubj neg ROOT poss dobj advmod nsubj advcl prep pobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('He', 'PRP', 'O'), ('never', 'RB', 'O'), ('acknowledges', 'VBZ', 'O'), ('his', 'PRP$', 'O'), ('colleagues', 'NNS', 'O'), ('when', 'WRB', 'O'), ('they', 'PRP', 'O'), ('run', 'VBP', 'O'), ('into', 'IN', 'O'), ('him', 'PRP', 'O'), ('in', 'IN', 'O'), ('the', 'DT', 'O'), ('hallway', 'NN', 'O'), ('.', '.', 'O')]","[(' He', 'NP', 'He'), ('his colleagues', 'NP', 'colleagues'), ('they', 'NP', 'they'), ('him', 'NP', 'him'), ('the hallway', 'NP', 'hallway')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
company,,raid, T. Boone Pickens raided many large companies .,3,0,  T. Boone Pickens raid many large company .,SPACE PROPN PROPN PROPN VERB ADJ ADJ NOUN PUNCT,_SP NNP NNP NNP VBD JJ JJ NNS ., compound compound nsubj ROOT amod amod dobj punct,,"[(' ', '_SP', 'O'), ('T.', 'NNP', 'O'), ('Boone', 'NNP', 'O'), ('Pickens', 'NNP', 'O'), ('raided', 'VBD', 'O'), ('many', 'JJ', 'O'), ('large', 'JJ', 'O'), ('companies', 'NNS', 'O'), ('.', '.', 'O')]","[(' T. Boone Pickens', 'NP', 'Pickens'), ('many large companies', 'NP', 'companies')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
bridge,,explode, The enemy exploded the bridge .,2,0,  the enemy explode the bridge .,SPACE DET NOUN VERB DET NOUN PUNCT,_SP DT NN VBD DT NN ., det nsubj ROOT det dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('enemy', 'NN', 'O'), ('exploded', 'VBD', 'O'), ('the', 'DT', 'O'), ('bridge', 'NN', 'O'), ('.', '.', 'O')]","[(' The enemy', 'NP', 'enemy'), ('the bridge', 'NP', 'bridge')]",none,neutral,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.5423}"
bill,,flash, he flashed a $ 100 bill .,1,1,  -PRON- flash a $ 100 bill .,SPACE PRON VERB DET SYM NUM NOUN PUNCT,_SP PRP VBD DT $ CD NN ., nsubj ROOT det nmod nummod dobj punct,100,"[(' ', '_SP', 'O'), ('he', 'PRP', 'O'), ('flashed', 'VBD', 'O'), ('a', 'DT', 'O'), ('$', '$', 'O'), ('100', 'CD', 'B-MONEY'), ('bill', 'NN', 'O'), ('.', '.', 'O')]","[(' he', 'NP', 'he'), ('a $ 100 bill', 'NP', 'bill')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
car,,lend, I will lend you my car .,2,0,  -PRON- will lend -PRON- -PRON- car .,SPACE PRON VERB VERB PRON DET NOUN PUNCT,_SP PRP MD VB PRP PRP$ NN ., nsubj aux ROOT dative poss dobj punct,,"[(' ', '_SP', 'O'), ('I', 'PRP', 'O'), ('will', 'MD', 'O'), ('lend', 'VB', 'O'), ('you', 'PRP', 'O'), ('my', 'PRP$', 'O'), ('car', 'NN', 'O'), ('.', '.', 'O')]","[(' I', 'NP', 'I'), ('you', 'NP', 'you'), ('my car', 'NP', 'car')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
heart,,glow, Make the people 's hearts glow .,5,1,  make the people 's heart glow .,SPACE VERB DET NOUN PART NOUN VERB PUNCT,_SP VB DT NNS POS NNS VBP ., ROOT det poss case nsubj ccomp punct,,"[(' ', '_SP', 'O'), ('Make', 'VB', 'O'), ('the', 'DT', 'O'), ('people', 'NNS', 'O'), (""'s"", 'POS', 'O'), ('hearts', 'NNS', 'O'), ('glow', 'VBP', 'O'), ('.', '.', 'O')]","[(""the people 's hearts"", 'NP', 'hearts')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
liquid,,cloud, The chemical clouded the liquid to which it was added .,2,1,  the chemical cloud the liquid to which -PRON- be add .,SPACE DET NOUN VERB DET NOUN PART DET PRON AUX VERB PUNCT,_SP DT NN VBD DT NN TO WDT PRP VBD VBN ., det nsubj ROOT det dobj prep pobj nsubjpass auxpass relcl punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('chemical', 'NN', 'O'), ('clouded', 'VBD', 'O'), ('the', 'DT', 'O'), ('liquid', 'NN', 'O'), ('to', 'TO', 'O'), ('which', 'WDT', 'O'), ('it', 'PRP', 'O'), ('was', 'VBD', 'O'), ('added', 'VBN', 'O'), ('.', '.', 'O')]","[(' The chemical', 'NP', 'chemical'), ('the liquid', 'NP', 'liquid'), ('it', 'NP', 'it')]",none,neutral,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.0516}"
vine,,uproot, They plan to uproot the vine that has spread all over the garden .,3,0,  -PRON- plan to uproot the vine that have spread all over the garden .,SPACE PRON VERB PART VERB DET NOUN DET AUX VERB ADV ADP DET NOUN PUNCT,_SP PRP VBP TO VB DT NN WDT VBZ VBN RB IN DT NN ., nsubj ROOT aux xcomp det dobj nsubj aux relcl advmod prep det pobj punct,,"[(' ', '_SP', 'O'), ('They', 'PRP', 'O'), ('plan', 'VBP', 'O'), ('to', 'TO', 'O'), ('uproot', 'VB', 'O'), ('the', 'DT', 'O'), ('vine', 'NN', 'O'), ('that', 'WDT', 'O'), ('has', 'VBZ', 'O'), ('spread', 'VBN', 'O'), ('all', 'RB', 'O'), ('over', 'IN', 'O'), ('the', 'DT', 'O'), ('garden', 'NN', 'O'), ('.', '.', 'O')]","[(' They', 'NP', 'They'), ('the vine', 'NP', 'vine'), ('the garden', 'NP', 'garden')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
problem,,besiege, She was besieged by so many problems that she got discouraged .,2,1,  -PRON- be besiege by so many problem that -PRON- get discourage .,SPACE PRON AUX VERB ADP ADV ADJ NOUN DET PRON VERB VERB PUNCT,_SP PRP VBD VBN IN RB JJ NNS WDT PRP VBD VBN ., nsubjpass auxpass ROOT agent advmod amod pobj mark nsubj auxpass acl punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('was', 'VBD', 'O'), ('besieged', 'VBN', 'O'), ('by', 'IN', 'O'), ('so', 'RB', 'O'), ('many', 'JJ', 'O'), ('problems', 'NNS', 'O'), ('that', 'WDT', 'O'), ('she', 'PRP', 'O'), ('got', 'VBD', 'O'), ('discouraged', 'VBN', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('so many problems', 'NP', 'problems'), ('she', 'NP', 'she')]",none,neutral,"{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.6887}"
skin,,crawl, My skin crawled -- I was terrified .,2,1,  -PRON- skin crawl -- -PRON- be terrified .,SPACE DET NOUN VERB PUNCT PRON AUX ADJ PUNCT,_SP PRP$ NN VBD : PRP VBD JJ ., poss nsubj ccomp punct nsubj ROOT acomp punct,,"[(' ', '_SP', 'O'), ('My', 'PRP$', 'O'), ('skin', 'NN', 'O'), ('crawled', 'VBD', 'O'), ('--', ':', 'O'), ('I', 'PRP', 'O'), ('was', 'VBD', 'O'), ('terrified', 'JJ', 'O'), ('.', '.', 'O')]","[(' My skin', 'NP', 'skin'), ('I', 'NP', 'I')]",none,neutral,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.6124}"
hiker,,top, The hikers topped the mountain just before noon .,2,1,  the hiker top the mountain just before noon .,SPACE DET NOUN VERB DET NOUN ADV ADP NOUN PUNCT,_SP DT NNS VBD DT NN RB IN NN ., det nsubj ROOT det dobj advmod prep pobj punct,noon,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('hikers', 'NNS', 'O'), ('topped', 'VBD', 'O'), ('the', 'DT', 'O'), ('mountain', 'NN', 'O'), ('just', 'RB', 'O'), ('before', 'IN', 'O'), ('noon', 'NN', 'B-TIME'), ('.', '.', 'O')]","[(' The hikers', 'NP', 'hikers'), ('the mountain', 'NP', 'mountain'), ('noon', 'NP', 'noon')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
teacher,,steamroller, The new teacher tends to steamroller .,5,1,  the new teacher tend to steamroller .,SPACE DET ADJ NOUN VERB PART VERB PUNCT,_SP DT JJ NN VBZ TO VB ., det amod nsubj ROOT aux xcomp punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('new', 'JJ', 'O'), ('teacher', 'NN', 'O'), ('tends', 'VBZ', 'O'), ('to', 'TO', 'O'), ('steamroller', 'VB', 'O'), ('.', '.', 'O')]","[(' The new teacher', 'NP', 'teacher')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
contribution,,match, The company matched the employees ' contributions .,2,1,  the company match the employee ' contribution .,SPACE DET NOUN VERB DET NOUN PART NOUN PUNCT,_SP DT NN VBD DT NNS POS NNS ., det nsubj ROOT det poss case dobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('company', 'NN', 'O'), ('matched', 'VBD', 'O'), ('the', 'DT', 'O'), ('employees', 'NNS', 'O'), (""'"", 'POS', 'O'), ('contributions', 'NNS', 'O'), ('.', '.', 'O')]","[(' The company', 'NP', 'company'), (""the employees ' contributions"", 'NP', 'contributions')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
water,,splash, She splashed the water around her .,1,0,  -PRON- splash the water around -PRON- .,SPACE PRON VERB DET NOUN ADP PRON PUNCT,_SP PRP VBD DT NN IN PRP ., nsubj ROOT det dobj prep pobj punct,,"[(' ', '_SP', 'O'), ('She', 'PRP', 'O'), ('splashed', 'VBD', 'O'), ('the', 'DT', 'O'), ('water', 'NN', 'O'), ('around', 'IN', 'O'), ('her', 'PRP', 'O'), ('.', '.', 'O')]","[(' She', 'NP', 'She'), ('the water', 'NP', 'water'), ('her', 'NP', 'her')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
prince,,acknowledge, The Crown Prince was acknowledged as the true heir to the throne .,4,0,  the Crown Prince be acknowledge as the true heir to the throne .,SPACE DET PROPN PROPN AUX VERB SCONJ DET ADJ NOUN ADP DET NOUN PUNCT,_SP DT NNP NNP VBD VBN IN DT JJ NN IN DT NN ., det compound nsubjpass auxpass ROOT prep det amod pobj prep det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('Crown', 'NNP', 'O'), ('Prince', 'NNP', 'O'), ('was', 'VBD', 'O'), ('acknowledged', 'VBN', 'O'), ('as', 'IN', 'O'), ('the', 'DT', 'O'), ('true', 'JJ', 'O'), ('heir', 'NN', 'O'), ('to', 'IN', 'O'), ('the', 'DT', 'O'), ('throne', 'NN', 'O'), ('.', '.', 'O')]","[(' The Crown Prince', 'NP', 'Prince'), ('the true heir', 'NP', 'heir'), ('the throne', 'NP', 'throne')]",none,neutral,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}"
market,,clog, The market is being clogged by these operations .,4,1,  the market be be clog by these operation .,SPACE DET NOUN AUX AUX VERB ADP DET NOUN PUNCT,_SP DT NN VBZ VBG VBN IN DT NNS ., det nsubjpass aux auxpass ROOT agent det pobj punct,,"[(' ', '_SP', 'O'), ('The', 'DT', 'O'), ('market', 'NN', 'O'), ('is', 'VBZ', 'O'), ('being', 'VBG', 'O'), ('clogged', 'VBN', 'O'), ('by', 'IN', 'O'), ('these', 'DT', 'O'), ('operations', 'NNS', 'O'), ('.', '.', 'O')]","[(' The market', 'NP', 'market'), ('these operations', 'NP', 'operations')]",none,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
sorrow,,line, sorrow had lined his face .,2,1,  sorrow have line -PRON- face .,SPACE NOUN AUX VERB DET NOUN PUNCT,_SP NN VBD VBN PRP$ NN ., nsubj aux ROOT poss dobj punct,,"[(' ', '_SP', 'O'), ('sorrow', 'NN', 'O'), ('had', 'VBD', 'O'), ('lined', 'VBN', 'O'), ('his', 'PRP$', 'O'), ('face', 'NN', 'O'), ('.', '.', 'O')]","[(' sorrow', 'NP', 'sorrow'), ('his face', 'NP', 'face')]",none,neutral,"{'neg': 0.459, 'neu': 0.541, 'pos': 0.0, 'compound': -0.5267}"
